CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	7	16	30.43	23
2	2	4	33.33	6
3	2	6	25.00	8
4	3	13	18.75	16
5	2	6	25.00	8
6	1	9	10.00	10
7	1	11	8.33	12
8	2	3	40.00	5
9	2	9	18.18	11
10	1	8	11.11	9
11	2	6	25.00	8
12	0	5	0.00	5
13	1	4	20.00	5
14	0	3	0.00	3
15	0	4	0.00	4
16	1	3	25.00	4
17	0	4	0.00	4
18	1	3	25.00	4
19	0	1	0.00	1
20	2	5	28.57	7
21	0	5	0.00	5
22	0	2	0.00	2
23	1	5	16.67	6
24	0	4	0.00	4
25	1	4	20.00	5
26	0	1	0.00	1
27	0	1	0.00	1
28	0	6	0.00	6
29	0	3	0.00	3
30	1	2	33.33	3
31	1	1	50.00	2
32	0	3	0.00	3
33	1	2	33.33	3
34	1	2	33.33	3
35	0	1	0.00	1
36	0	0		0
37	0	3	0.00	3
38	1	1	50.00	2
39	0	1	0.00	1
40	1	3	25.00	4
41	0	1	0.00	1
42	0	1	0.00	1
43	0	4	0.00	4
44	0	1	0.00	1
45	0	3	0.00	3
46	0	2	0.00	2
47	0	2	0.00	2
48	0	1	0.00	1
49	0	6	0.00	6
50	0	2	0.00	2
51	0	0		0
52	1	1	50.00	2
53	0	3	0.00	3
54	0	0		0
55	2	2	50.00	4
56	1	2	33.33	3
57	0	0		0
58	0	2	0.00	2
59	0	3	0.00	3
60	0	2	0.00	2
61	0	0		0
62	0	2	0.00	2
63	0	0		0
64	0	0		0
65	0	0		0
66	0	0		0
67	0	1	0.00	1
68	0	1	0.00	1
69	0	0		0
70	0	0		0
71	0	0		0
72	0	0		0
73	0	0		0
74	0	0		0

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	9	11	45.00	20
2	13	10	56.52	23
3	1	13	7.14	14
4	1	9	10.00	10
5	4	8	33.33	12
6	3	22	12.00	25
7	0	10	0.00	10
8	1	8	11.11	9
9	2	3	40.00	5
10	0	12	0.00	12
11	1	12	7.69	13
12	2	5	28.57	7
13	1	5	16.67	6
14	3	7	30.00	10
15	1	4	20.00	5
16	0	8	0.00	8
17	1	8	11.11	9
18	0	3	0.00	3
19	0	7	0.00	7
20	0	8	0.00	8
21	0	3	0.00	3
22	0	3	0.00	3
23	0	2	0.00	2
24	0	7	0.00	7
25	0	12	0.00	12
26	0	3	0.00	3
27	0	8	0.00	8
28	0	6	0.00	6
29	0	5	0.00	5
30	0	2	0.00	2
31	0	4	0.00	4
32	0	3	0.00	3
33	0	5	0.00	5
34	0	7	0.00	7
35	0	9	0.00	9
36	0	5	0.00	5
37	0	4	0.00	4
38	0	5	0.00	5
39	0	4	0.00	4
40	1	3	25.00	4
41	0	6	0.00	6
42	0	4	0.00	4
43	0	3	0.00	3
44	0	3	0.00	3
45	0	2	0.00	2
46	0	7	0.00	7
47	0	2	0.00	2
48	0	2	0.00	2
49	0	0		0
50	0	1	0.00	1
51	0	1	0.00	1
52	0	0		0
53	0	2	0.00	2
54	0	3	0.00	3
55	0	2	0.00	2
56	0	2	0.00	2
57	0	2	0.00	2
58	0	3	0.00	3
59	0	1	0.00	1
60	0	2	0.00	2
61	0	3	0.00	3
62	0	2	0.00	2
63	0	2	0.00	2
64	0	2	0.00	2
65	0	2	0.00	2
66	0	1	0.00	1
67	0	0		0
68	0	1	0.00	1
69	0	0		0
70	0	0		0
71	0	0		0
72	0	0		0
73	0	0		0
74	0	0		0

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	38	58	39.58	96
2	48	57	45.71	105
3	51	59	46.36	110
4	53	55	49.07	108
5	47	44	51.65	91
6	38	45	45.78	83
7	39	46	45.88	85
8	31	38	44.93	69
9	37	18	67.27	55
10	27	30	47.37	57
11	33	22	60.00	55
12	15	23	39.47	38
13	20	19	51.28	39
14	12	7	63.16	19
15	8	16	33.33	24
16	9	13	40.91	22
17	7	15	31.82	22
18	6	16	27.27	22
19	7	12	36.84	19
20	2	11	15.38	13
21	1	9	10.00	10
22	1	11	8.33	12
23	0	16	0.00	16
24	0	12	0.00	12
25	1	12	7.69	13
26	0	15	0.00	15
27	0	15	0.00	15
28	0	8	0.00	8
29	0	14	0.00	14
30	0	8	0.00	8
31	0	9	0.00	9
32	0	10	0.00	10
33	0	4	0.00	4
34	0	6	0.00	6
35	1	9	10.00	10
36	0	11	0.00	11
37	0	16	0.00	16
38	0	6	0.00	6
39	0	10	0.00	10
40	0	11	0.00	11
41	0	11	0.00	11
42	0	8	0.00	8
43	0	6	0.00	6
44	0	8	0.00	8
45	0	5	0.00	5
46	0	5	0.00	5
47	0	5	0.00	5
48	0	5	0.00	5
49	0	3	0.00	3
50	0	9	0.00	9
51	0	3	0.00	3
52	0	2	0.00	2
53	0	8	0.00	8
54	0	5	0.00	5
55	0	4	0.00	4
56	0	6	0.00	6
57	0	3	0.00	3
58	0	7	0.00	7
59	0	6	0.00	6
60	0	6	0.00	6
61	0	3	0.00	3
62	0	2	0.00	2
63	0	7	0.00	7
64	0	3	0.00	3
65	0	3	0.00	3
66	0	4	0.00	4
67	0	2	0.00	2
68	0	2	0.00	2
69	0	1	0.00	1
70	0	2	0.00	2
71	0	1	0.00	1
72	0	1	0.00	1
73	0	2	0.00	2
74	0	1	0.00	1

