CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	951	2878	24.84	3829
2	393	3012	11.54	3405
3	629	2822	18.23	3451
4	674	3680	15.48	4354
5	695	3696	15.83	4391
6	692	3423	16.82	4115
7	686	3255	17.41	3941
8	818	3170	20.51	3988
9	839	3353	20.01	4192
10	738	3228	18.61	3966
11	717	3166	18.47	3883
12	789	3160	19.98	3949
13	758	3153	19.38	3911
14	736	3122	19.08	3858
15	692	3270	17.47	3962
16	657	3149	17.26	3806
17	673	3074	17.96	3747
18	701	3141	18.25	3842
19	683	3061	18.24	3744
20	654	3059	17.61	3713
21	642	3057	17.36	3699
22	659	3072	17.66	3731
23	659	3023	17.90	3682
24	675	3195	17.44	3870
25	624	2963	17.40	3587
26	618	3026	16.96	3644
27	635	3056	17.20	3691
28	607	3055	16.58	3662
29	622	2903	17.65	3525
30	604	3015	16.69	3619
31	605	2996	16.80	3601
32	630	3010	17.31	3640
33	566	2893	16.36	3459
34	600	3084	16.29	3684
35	549	2817	16.31	3366
36	571	3027	15.87	3598
37	512	2800	15.46	3312
38	513	2991	14.64	3504
39	487	2868	14.52	3355
40	520	2918	15.13	3438
41	503	2670	15.85	3173
42	503	2953	14.55	3456
43	477	2589	15.56	3066
44	480	2785	14.70	3265
45	496	2498	16.57	2994
46	434	2742	13.66	3176
47	420	2297	15.46	2717
48	444	2658	14.31	3102
49	480	2299	17.27	2779
50	392	2617	13.03	3009
51	431	2230	16.20	2661
52	404	2616	13.38	3020
53	423	2144	16.48	2567
54	394	2490	13.66	2884
55	409	2083	16.41	2492
56	419	2402	14.85	2821
57	385	1993	16.19	2378
58	400	2443	14.07	2843
59	411	1937	17.50	2348
60	415	2294	15.32	2709
61	382	1848	17.13	2230
62	402	2186	15.53	2588
63	369	1768	17.27	2137
64	403	2187	15.56	2590
65	337	1768	16.01	2105
66	357	2012	15.07	2369
67	356	1635	17.88	1991
68	346	2009	14.69	2355
69	370	1583	18.95	1953
70	349	1879	15.66	2228
71	337	1543	17.93	1880
72	330	1736	15.97	2066
73	333	1532	17.86	1865
74	353	1617	17.92	1970
75	313	1422	18.04	1735
76	347	1645	17.42	1992
77	309	1404	18.04	1713
78	318	1487	17.62	1805
79	314	1301	19.44	1615
80	257	1450	15.06	1707
81	309	1247	19.86	1556
82	351	1505	18.91	1856
83	279	1226	18.54	1505
84	281	1483	15.93	1764
85	326	1214	21.17	1540
86	292	1339	17.90	1631
87	264	1217	17.83	1481
88	324	1336	19.52	1660
89	314	1119	21.91	1433
90	292	1282	18.55	1574
91	267	1093	19.63	1360
92	295	1197	19.77	1492
93	273	1116	19.65	1389
94	250	1162	17.71	1412
95	288	1048	21.56	1336
96	276	1083	20.31	1359
97	249	991	20.08	1240
98	272	1051	20.56	1323
99	279	945	22.79	1224
100	262	980	21.10	1242
101	237	941	20.12	1178
102	231	1001	18.75	1232
103	249	938	20.98	1187
104	230	1028	18.28	1258
105	258	947	21.41	1205
106	292	918	24.13	1210
107	270	927	22.56	1197
108	252	904	21.80	1156
109	279	931	23.06	1210
110	244	869	21.92	1113
111	238	925	20.46	1163
112	236	880	21.15	1116
113	254	884	22.32	1138
114	267	865	23.59	1132
115	211	855	19.79	1066
116	247	876	21.99	1123
117	242	892	21.34	1134
118	241	826	22.59	1067
119	252	864	22.58	1116
120	241	811	22.91	1052
121	271	818	24.89	1089
122	251	760	24.83	1011
123	231	832	21.73	1063
124	240	839	22.24	1079
125	232	808	22.31	1040
126	253	830	23.36	1083
127	223	817	21.44	1040
128	241	805	23.04	1046
129	261	850	23.49	1111
130	225	791	22.15	1016
131	241	831	22.48	1072
132	238	899	20.93	1137
133	250	841	22.91	1091
134	249	823	23.23	1072
135	230	818	21.95	1048
136	257	822	23.82	1079
137	253	762	24.93	1015
138	265	802	24.84	1067
139	269	804	25.07	1073
140	219	744	22.74	963
141	233	823	22.06	1056
142	218	763	22.22	981
143	251	798	23.93	1049
