CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	9006	25753	25.91	34759
2	4795	28377	14.45	33172
3	5964	27888	17.62	33852
4	5711	29084	16.41	34795
5	6165	29454	17.31	35619
6	4689	26917	14.84	31606
7	6280	26333	19.26	32613
8	6083	27364	18.19	33447
9	5400	27747	16.29	33147
10	5415	25976	17.25	31391
11	6298	27435	18.67	33733
12	6255	27562	18.50	33817
13	5652	28125	16.73	33777
14	5784	26194	18.09	31978
15	5652	27919	16.84	33571
16	5803	26693	17.86	32496
17	5692	28095	16.85	33787
18	5650	26937	17.34	32587
19	5653	27392	17.11	33045
20	5395	26883	16.71	32278
21	5505	27583	16.64	33088
22	5484	26813	16.98	32297
23	5386	27140	16.56	32526
24	5407	26391	17.00	31798
25	5220	26747	16.33	31967
26	5277	26718	16.49	31995
27	5323	26959	16.49	32282
28	5252	26974	16.30	32226
29	5286	26997	16.37	32283
30	5040	26865	15.80	31905
31	5025	26659	15.86	31684
32	4992	26641	15.78	31633
33	5059	26534	16.01	31593
34	4926	26988	15.44	31914
35	4862	26240	15.63	31102
36	4954	26617	15.69	31571
37	4798	26140	15.51	30938
38	4756	26533	15.20	31289
39	4832	25989	15.68	30821
40	4674	26377	15.05	31051
41	4591	26016	15.00	30607
42	4524	26244	14.70	30768
43	4639	25580	15.35	30219
44	4486	26095	14.67	30581
45	4697	25236	15.69	29933
46	4469	26076	14.63	30545
47	4551	25334	15.23	29885
48	4416	25893	14.57	30309
49	4394	24829	15.04	29223
50	4451	25522	14.85	29973
51	4352	24750	14.95	29102
52	4580	24967	15.50	29547
53	4336	24365	15.11	28701
54	4433	24682	15.23	29115
55	4358	24307	15.20	28665
56	4405	24509	15.23	28914
57	4438	23833	15.70	28271
58	4156	24181	14.67	28337
59	4300	23346	15.55	27646
60	4236	23764	15.13	28000
61	4236	23326	15.37	27562
62	4223	23550	15.21	27773
63	4232	22894	15.60	27126
64	4349	23265	15.75	27614
65	4140	22324	15.64	26464
66	4110	22814	15.27	26924
67	4193	21714	16.18	25907
68	3995	22675	14.98	26670
69	3991	21457	15.68	25448
70	4106	22098	15.67	26204
71	4196	21283	16.47	25479
72	4068	22040	15.58	26108
73	3931	20828	15.88	24759
74	3924	21681	15.33	25605
75	3905	20658	15.90	24563
76	3947	21327	15.62	25274
77	3968	20507	16.21	24475
78	3861	21145	15.44	25006
79	3965	20292	16.35	24257
80	3920	20805	15.85	24725
81	3842	20046	16.08	23888
82	3758	20432	15.54	24190
83	3767	19633	16.10	23400
84	3760	20257	15.66	24017
85	3721	19386	16.10	23107
86	3912	19733	16.54	23645
87	3727	19358	16.14	23085
88	3767	19601	16.12	23368
89	3729	19083	16.35	22812
90	3848	19782	16.28	23630
91	3698	18997	16.29	22695
92	3713	19265	16.16	22978
93	3780	18626	16.87	22406
94	3677	19064	16.17	22741
95	3652	18453	16.52	22105
96	3646	18775	16.26	22421
97	3591	18284	16.42	21875
98	3750	18430	16.91	22180
99	3543	18180	16.31	21723
100	3502	18365	16.01	21867
101	3657	18066	16.83	21723
102	3597	18171	16.52	21768
103	3653	17999	16.87	21652
104	3584	17938	16.65	21522
105	3611	17892	16.79	21503
106	3525	17782	16.54	21307
107	3552	17990	16.49	21542
108	3492	17586	16.57	21078
109	3555	17604	16.80	21159
110	3599	17671	16.92	21270
111	3486	17552	16.57	21038
112	3559	17499	16.90	21058
113	3654	17573	17.21	21227
114	3551	17023	17.26	20574
115	3562	17345	17.04	20907
116	3506	17100	17.01	20606
117	3538	17098	17.14	20636
118	3628	17294	17.34	20922
119	3491	17123	16.94	20614
120	3480	16860	17.11	20340
121	3542	17267	17.02	20809
122	3575	16821	17.53	20396
123	3536	17225	17.03	20761
124	3538	16830	17.37	20368
125	3500	16881	17.17	20381
126	3659	16746	17.93	20405
127	3606	16947	17.54	20553
128	3605	16851	17.62	20456
129	3649	16899	17.76	20548
130	3774	16591	18.53	20365
131	3675	16893	17.87	20568
132	3685	16551	18.21	20236
133	3744	16646	18.36	20390
134	3751	16593	18.44	20344
135	3707	16695	18.17	20402
136	3740	16544	18.44	20284
137	3649	16543	18.07	20192
138	3685	16516	18.24	20201
139	3656	16562	18.08	20218
140	3682	16328	18.40	20010
141	3721	16583	18.33	20304
142	3690	16522	18.26	20212
143	3793	16268	18.91	20061
144	3681	16180	18.53	19861
