CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	18	35	33.96	53
2	4	45	8.16	49
3	10	28	26.32	38
4	10	36	21.74	46
5	6	31	16.22	37
6	6	24	20.00	30
7	6	27	18.18	33
8	5	17	22.73	22
9	1	18	5.26	19
10	2	14	12.50	16
11	2	14	12.50	16
12	1	13	7.14	14
13	3	19	13.64	22
14	3	8	27.27	11
15	1	10	9.09	11
16	0	12	0.00	12
17	5	8	38.46	13
18	1	10	9.09	11
19	2	8	20.00	10
20	0	8	0.00	8
21	1	8	11.11	9
22	2	10	16.67	12
23	1	12	7.69	13
24	1	4	20.00	5
25	2	6	25.00	8
26	2	13	13.33	15
27	0	5	0.00	5
28	2	11	15.38	13
29	2	9	18.18	11
30	0	6	0.00	6
31	0	15	0.00	15
32	1	6	14.29	7
33	0	2	0.00	2
34	0	9	0.00	9
35	0	3	0.00	3
36	1	6	14.29	7
37	0	6	0.00	6
38	1	0	100.00	1
39	1	3	25.00	4
40	0	6	0.00	6
41	0	3	0.00	3
42	1	1	50.00	2
43	0	4	0.00	4
44	1	7	12.50	8
45	0	9	0.00	9
46	0	7	0.00	7
47	0	11	0.00	11
48	0	7	0.00	7
49	1	6	14.29	7
50	0	1	0.00	1
51	1	6	14.29	7
52	0	5	0.00	5
53	1	5	16.67	6
54	1	3	25.00	4
55	0	2	0.00	2
56	0	3	0.00	3
57	0	1	0.00	1
58	0	2	0.00	2
59	1	0	100.00	1
60	3	3	50.00	6
61	0	2	0.00	2
62	1	2	33.33	3
63	1	4	20.00	5
64	1	0	100.00	1
65	0	3	0.00	3
66	0	3	0.00	3
67	0	1	0.00	1
68	0	2	0.00	2
69	0	3	0.00	3
70	0	2	0.00	2
71	0	0		0
72	0	0		0
73	0	0		0
74	0	0		0
75	0	0		0
76	0	0		0
77	0	0		0

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	12	54	18.18	66
2	20	49	28.99	69
3	9	71	11.25	80
4	4	51	7.27	55
5	9	34	20.93	43
6	6	28	17.65	34
7	0	22	0.00	22
8	4	31	11.43	35
9	2	24	7.69	26
10	3	17	15.00	20
11	1	29	3.33	30
12	5	27	15.62	32
13	0	21	0.00	21
14	2	16	11.11	18
15	1	14	6.67	15
16	0	15	0.00	15
17	1	16	5.88	17
18	1	19	5.00	20
19	0	15	0.00	15
20	0	15	0.00	15
