CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	521	7688	6.35	8209
2	242	7061	3.31	7303
3	390	8270	4.50	8660
4	349	7529	4.43	7878
5	358	9046	3.81	9404
6	372	7363	4.81	7735
7	379	8715	4.17	9094
8	417	7323	5.39	7740
9	399	8776	4.35	9175
10	373	7449	4.77	7822
11	358	8646	3.98	9004
12	375	7548	4.73	7923
13	327	8827	3.57	9154
14	357	7574	4.50	7931
15	321	8930	3.47	9251
16	387	7587	4.85	7974
17	358	8705	3.95	9063
18	308	7723	3.84	8031
19	313	8743	3.46	9056
20	337	7760	4.16	8097
21	300	8813	3.29	9113
22	313	7839	3.84	8152
23	286	8726	3.17	9012
24	318	7931	3.86	8249
25	296	8818	3.25	9114
26	301	8057	3.60	8358
27	302	8735	3.34	9037
28	317	8164	3.74	8481
29	307	8756	3.39	9063
30	282	8139	3.35	8421
31	247	8521	2.82	8768
32	243	8187	2.88	8430
33	259	8594	2.93	8853
34	234	8322	2.73	8556
35	244	8296	2.86	8540
36	274	8255	3.21	8529
37	232	8199	2.75	8431
38	226	8294	2.65	8520
39	244	8189	2.89	8433
40	223	8128	2.67	8351
41	212	8064	2.56	8276
42	219	8209	2.60	8428
43	227	7705	2.86	7932
44	230	7995	2.80	8225
45	211	7569	2.71	7780
46	191	8030	2.32	8221
47	213	7415	2.79	7628
48	219	7740	2.75	7959
49	195	7211	2.63	7406
50	190	7486	2.48	7676
51	195	7022	2.70	7217
52	194	7049	2.68	7243
53	174	6620	2.56	6794
54	202	6841	2.87	7043
55	200	6389	3.04	6589
56	208	6718	3.00	6926
57	175	6084	2.80	6259
58	174	6310	2.68	6484
59	175	5758	2.95	5933
60	182	6054	2.92	6236
61	190	5588	3.29	5778
62	201	5797	3.35	5998
63	184	5162	3.44	5346
64	173	5516	3.04	5689
65	199	4754	4.02	4953
66	191	5163	3.57	5354
67	194	4488	4.14	4682
68	181	4940	3.53	5121
69	155	4197	3.56	4352
70	148	4682	3.06	4830
71	138	3924	3.40	4062
72	156	4221	3.56	4377
73	160	3567	4.29	3727
74	150	4050	3.57	4200
75	163	3305	4.70	3468
76	163	3915	4.00	4078
77	147	3077	4.56	3224
78	149	3739	3.83	3888
79	154	2962	4.94	3116
80	125	3541	3.41	3666
81	126	2697	4.46	2823
82	157	3392	4.42	3549
83	139	2523	5.22	2662
84	138	3076	4.29	3214
85	154	2252	6.40	2406
86	145	2940	4.70	3085
87	117	2174	5.11	2291
88	121	2706	4.28	2827
89	110	2007	5.20	2117
90	132	2361	5.29	2493
91	118	1800	6.15	1918
92	132	2269	5.50	2401
93	134	1607	7.70	1741
94	126	2143	5.55	2269
95	129	1550	7.68	1679
96	126	1921	6.16	2047
97	111	1371	7.49	1482
98	125	1725	6.76	1850
99	126	1377	8.38	1503
100	116	1562	6.91	1678
101	125	1239	9.16	1364
102	103	1425	6.74	1528
103	113	1146	8.98	1259
104	98	1272	7.15	1370
105	116	1069	9.79	1185
106	106	1129	8.58	1235
107	113	987	10.27	1100
108	99	1087	8.35	1186
109	105	874	10.73	979
110	117	1014	10.34	1131
111	108	847	11.31	955
112	100	923	9.78	1023
113	110	780	12.36	890
114	104	839	11.03	943
115	99	731	11.93	830
116	93	734	11.25	827
117	88	712	11.00	800
118	88	762	10.35	850
119	78	627	11.06	705
120	103	633	13.99	736
121	108	613	14.98	721
122	108	622	14.79	730
123	102	632	13.90	734
124	105	596	14.98	701
125	100	606	14.16	706
126	100	598	14.33	698
127	91	605	13.07	696
128	125	603	17.17	728
129	89	624	12.48	713
130	107	549	16.31	656
131	99	593	14.31	692
132	111	595	15.72	706
133	95	571	14.26	666
134	97	590	14.12	687
135	103	573	15.24	676
136	110	583	15.87	693
137	86	548	13.56	634
138	138	563	19.69	701
139	102	574	15.09	676
140	99	552	15.21	651
141	117	571	17.01	688
142	108	603	15.19	711
143	93	574	13.94	667
144	114	555	17.04	669
145	90	562	13.80	652
146	93	545	14.58	638
147	111	561	16.52	672
148	107	505	17.48	612
149	120	501	19.32	621
150	140	495	22.05	635
151	129	459	21.94	588

CHG context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	119	5230	2.22	5349
2	356	3912	8.34	4268
3	289	5397	5.08	5686
4	172	4969	3.35	5141
5	90	6115	1.45	6205
6	88	6276	1.38	6364
7	68	4799	1.40	4867
8	55	4243	1.28	4298
9	36	4395	0.81	4431
10	37	4180	0.88	4217
11	43	4370	0.97	4413
12	37	3714	0.99	3751
13	27	3802	0.71	3829
14	26	3927	0.66	3953
15	37	3909	0.94	3946
16	28	4085	0.68	4113
17	36	3931	0.91	3967
18	25	3739	0.66	3764
19	24	3857	0.62	3881
20	21	3723	0.56	3744
21	31	3866	0.80	3897
22	42	3972	1.05	4014
23	32	4009	0.79	4041
24	46	3667	1.24	3713
25	31	3674	0.84	3705
26	45	3713	1.20	3758
27	50	3849	1.28	3899
28	45	3964	1.12	4009
29	39	3786	1.02	3825
30	39	3606	1.07	3645
31	46	3616	1.26	3662
32	47	3483	1.33	3530
33	48	3743	1.27	3791
34	40	3849	1.03	3889
35	47	3580	1.30	3627
36	54	3530	1.51	3584
37	35	3440	1.01	3475
38	54	3531	1.51	3585
39	51	3558	1.41	3609
40	56	3697	1.49	3753
41	58	3572	1.60	3630
42	51	3311	1.52	3362
43	43	3342	1.27	3385
44	54	3342	1.59	3396
45	47	3558	1.30	3605
46	84	3493	2.35	3577
47	53	3516	1.49	3569
48	64	3334	1.88	3398
49	62	3170	1.92	3232
50	73	3285	2.17	3358
51	70	3380	2.03	3450
52	88	3581	2.40	3669
53	70	3376	2.03	3446
54	79	3208	2.40	3287
55	80	3277	2.38	3357
56	63	3116	1.98	3179
57	80	3327	2.35	3407
58	80	3426	2.28	3506
59	76	3354	2.22	3430
60	98	3119	3.05	3217
61	76	3169	2.34	3245
62	48	3116	1.52	3164
63	65	3270	1.95	3335
64	70	3245	2.11	3315
65	43	3186	1.33	3229
66	49	3056	1.58	3105
67	69	3078	2.19	3147
68	78	3033	2.51	3111
69	51	3096	1.62	3147
70	59	3171	1.83	3230
71	52	3063	1.67	3115
72	53	2928	1.78	2981
73	47	2992	1.55	3039
74	39	2872	1.34	2911
75	50	2980	1.65	3030
76	30	3020	0.98	3050
77	57	2970	1.88	3027
78	33	2822	1.16	2855
79	37	2874	1.27	2911
80	33	2796	1.17	2829
81	32	2909	1.09	2941
82	38	2822	1.33	2860
83	41	2928	1.38	2969
84	27	2652	1.01	2679
85	33	2726	1.20	2759
86	26	2685	0.96	2711
87	35	2816	1.23	2851
88	27	2801	0.95	2828
89	40	2743	1.44	2783
90	23	2682	0.85	2705
91	28	2747	1.01	2775
92	23	2605	0.88	2628
93	19	2690	0.70	2709
94	24	2655	0.90	2679
95	35	2580	1.34	2615
96	27	2574	1.04	2601
97	32	2562	1.23	2594
98	19	2584	0.73	2603
99	23	2537	0.90	2560
100	26	2587	1.00	2613
101	29	2530	1.13	2559
102	24	2473	0.96	2497
103	22	2506	0.87	2528
104	16	2410	0.66	2426
105	31	2447	1.25	2478
106	20	2441	0.81	2461
107	29	2402	1.19	2431
108	15	2395	0.62	2410
109	10	2391	0.42	2401
110	19	2346	0.80	2365
111	20	2482	0.80	2502
112	14	2360	0.59	2374
113	9	2415	0.37	2424
114	18	2442	0.73	2460
115	17	2381	0.71	2398
116	11	2379	0.46	2390
117	16	2322	0.68	2338
118	12	2270	0.53	2282
119	8	2335	0.34	2343
120	14	2271	0.61	2285
121	20	2242	0.88	2262
122	15	2350	0.63	2365
123	18	2293	0.78	2311
124	10	2338	0.43	2348
125	10	2266	0.44	2276
126	15	2277	0.65	2292
127	10	2302	0.43	2312
128	11	2270	0.48	2281
129	16	2287	0.69	2303
130	13	2284	0.57	2297
131	11	2163	0.51	2174
132	10	2248	0.44	2258
133	10	2350	0.42	2360
134	9	2312	0.39	2321
135	12	2260	0.53	2272
136	12	2181	0.55	2193
137	11	2266	0.48	2277
138	9	2265	0.40	2274
139	14	2257	0.62	2271
140	5	2211	0.23	2216
141	12	2295	0.52	2307
142	12	2205	0.54	2217
143	14	2145	0.65	2159
144	12	2249	0.53	2261
145	14	2229	0.62	2243
146	46	2238	2.01	2284
147	53	2145	2.41	2198
148	46	2234	2.02	2280
149	89	2117	4.03	2206
150	106	2021	4.98	2127
151	173	1931	8.22	2104

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	326	15656	2.04	15982
2	665	13236	4.78	13901
3	291	11246	2.52	11537
4	357	11241	3.08	11598
5	277	11857	2.28	12134
6	313	12350	2.47	12663
7	296	12354	2.34	12650
8	258	12554	2.01	12812
9	242	12321	1.93	12563
10	178	11484	1.53	11662
11	200	12468	1.58	12668
12	172	12312	1.38	12484
13	166	11409	1.43	11575
14	161	11369	1.40	11530
15	137	12151	1.11	12288
16	143	11836	1.19	11979
17	135	11652	1.15	11787
18	124	11699	1.05	11823
19	121	11086	1.08	11207
20	134	11414	1.16	11548
21	96	11888	0.80	11984
22	84	11693	0.71	11777
23	103	11391	0.90	11494
24	90	11641	0.77	11731
25	105	10960	0.95	11065
26	92	11391	0.80	11483
27	88	11802	0.74	11890
28	84	11497	0.73	11581
29	79	11332	0.69	11411
30	107	11272	0.94	11379
31	90	10727	0.83	10817
32	88	11157	0.78	11245
33	79	11354	0.69	11433
34	75	11155	0.67	11230
35	65	11142	0.58	11207
36	87	11098	0.78	11185
37	81	10723	0.75	10804
38	94	10889	0.86	10983
39	93	11309	0.82	11402
40	85	10926	0.77	11011
41	75	10992	0.68	11067
42	101	10963	0.91	11064
43	96	10691	0.89	10787
44	112	10849	1.02	10961
45	113	11178	1.00	11291
46	96	10839	0.88	10935
47	99	10778	0.91	10877
48	114	10828	1.04	10942
49	98	10486	0.93	10584
50	112	10843	1.02	10955
51	120	11028	1.08	11148
52	119	10808	1.09	10927
53	108	10683	1.00	10791
54	118	10483	1.11	10601
55	116	10295	1.11	10411
56	123	10579	1.15	10702
57	117	10671	1.08	10788
58	121	10711	1.12	10832
59	105	10733	0.97	10838
60	154	10621	1.43	10775
61	99	10172	0.96	10271
62	138	10292	1.32	10430
63	139	10422	1.32	10561
64	128	10070	1.26	10198
65	94	10382	0.90	10476
66	127	10096	1.24	10223
67	113	9813	1.14	9926
68	105	9747	1.07	9852
69	110	10119	1.08	10229
70	120	9894	1.20	10014
71	91	9756	0.92	9847
72	100	9695	1.02	9795
73	91	9511	0.95	9602
74	111	9610	1.14	9721
75	92	9688	0.94	9780
76	82	9302	0.87	9384
77	94	9377	0.99	9471
78	100	9316	1.06	9416
79	96	9216	1.03	9312
80	104	9210	1.12	9314
81	70	9215	0.75	9285
82	85	9068	0.93	9153
83	74	9086	0.81	9160
84	93	9062	1.02	9155
85	89	8700	1.01	8789
86	78	8749	0.88	8827
87	63	8947	0.70	9010
88	61	8752	0.69	8813
89	74	8834	0.83	8908
90	75	8597	0.86	8672
91	76	8478	0.89	8554
92	95	8475	1.11	8570
